source,place,comment
TripAdvisor,Uluru-Kata Tjuta,"We flew into Ayers Rock from Alice Springs and you can see the sheer size and impressiveness of this structure even from the sky. It is beautiful, unique and it feels very spiritual just being there. The walk around the base was great and informative. Coming from the UK it was definitely a massive tick off my bucket list."
TripAdvisor,Uluru-Kata Tjuta,Really worthwhile walking around. It took us 4 hours plus an hour with the Mala tour. The guides were excellent. Walking gave us time to see and take in Uluru from many positions. Take plenty of water for each person.
TripAdvisor,Uluru-Kata Tjuta,"Great to visit the cultural centre of Australia. We viewed it at in both sunset and sunrise from different vantage points, which are impressive for home photographers. We also completed the 10.6km base walk, which was great. Several signs to point out sacred areas of significance. Back of the rock was most spectacular, as a fit had recently been through, and there was lots of regrowth amongst the trees and shrubs. Some gorgeous wildflowers also."
TripAdvisor,Uluru-Kata Tjuta,Get there before 7am if you want to hike it. The wind & heat intensifies after 8:30am and authorities usually shut it down after that for safety. get a mesh hat if flies or bugs bother you as they are very aggresive most of the way up. Bring a couple bottles of water and GOOD grip footware.
TripAdvisor,Uluru-Kata Tjuta,This was on Bucket List and it didn't disappoint. Fantastic walk around with well informed sights and good pathways. Great photo opportunities.
TripAdvisor,Uluru-Kata Tjuta,"Uluru is amazing, yes its very big and the walks around the base of it are fantastic, you can do small walks into the base from various car parks or you can walk the whole base which is about 10km around. there are some cultural sensitive areas where you are not permitted to take photos that are sign posted. you will need sensible shoes, sunscreen and lots of water and maybe some snacks. a parks pass is required to enter that lasts 3 days that you buy when entering the NP"
TripAdvisor,Uluru-Kata Tjuta,Uluru (Ayers Rock) is a beautiful landmark in the Northern Territory of Australia. It's worth every kilometre to get there and see it in all its glory! We stayed for both sunset and sunrise and the sunet was definitely the best for us!
TripAdvisor,Uluru-Kata Tjuta,"We had a lovely time at this camp site and better when we found the camp kitchen, which is abundant in facilities. The shower and toilet block is lovely and clean and the showers hot. However people for some reason believed that the laundry sinks doubled for washing dishes???? The tent sites had grassed areas, which were great for tent pegs; up until this camp site trying to hammer tent pegs into hard red dirt was a little frustrating. This camp site was central to all site seeing areas and helpful people at the office to set us on our way."
TripAdvisor,Uluru-Kata Tjuta,"I had never really been interesting in touring my own country, but no words can express the feeling you experience touring the middle of Australia, including the sunrise over Uluru. What an amazing journey. Great way to get a feel for the history of the Aboriginal people and meet locals and tourists alike in such a remote location."
TripAdvisor,Uluru-Kata Tjuta,"Have seen it in thousands of images and films; have had it on our bucket list for years. Seeing it for real life is a totally different experience! Expensive trip, but worth every penny."
TripAdvisor,Uluru-Kata Tjuta,We did an AAT KIngs tour of both the sunrise and sunset with a BBQ dinner. The sunrise was wonderful although an early start with tea/coffee etc. and biscuits included. The sunset tour had a BBQ dinner under the stars and we were very fortunate to have an absolute clear sky. The dinner was excellent with a range of meats (including Kangaroo) cooked to perfection. Would highly recommend.
TripAdvisor,Uluru-Kata Tjuta,"Wow, something one needs to include on their ""bucket list"". Overwhelming feeling just in the age and the relevant history involved. Have now visited the ""Rock"" twice over the past 7 years. Got the same ""buzz"" again."
TripAdvisor,Uluru-Kata Tjuta,This is a BIG rock. You can't understand how impressive it really is until you walk around it (not up it).
TripAdvisor,Uluru-Kata Tjuta,This iconic spot is a must see for all visitors to the Northern Territory. Magnificent at any time of day - well worth a visit. View it from Yulara village lookout or up close. Spectacular.
TripAdvisor,Uluru-Kata Tjuta,We were a large group and did a bus tour of the base of Uluru - our guide was very knowledgeable and shared much information about Uluru.
TripAdvisor,Uluru-Kata Tjuta,"I went there on my own with a rental car, no tour guide, as a solo experience. I spent 3 days there, enjoying sunrises and sunsets, admiring the sacred rock during the day, looking at the stars during the night, learning about the culture. I loved it, it was really a special experience for me. Don't forget to walk around the rock and please do not climb it. Too bad they haven't forbidden climbing the rock yet, I guess tourist money comes before respecting aboriginal culture."
TripAdvisor,Uluru-Kata Tjuta,"A fantastic and must see place if you visit Australia. The whole experience is well managed and extremely professional. The views, by day or by night are breathtaking, and the guided tours of the various sites are worth taking in. The site is a sympathetic and wonderful insight into the Aboriginal culture. We flew into Uluru and stayed for a few days, worth every penny!"
TripAdvisor,Uluru-Kata Tjuta,"I went to Uluru as part of a group Mulgas adventure tour in late April 2017 – and wow the rock form is amazing. First we went on the circular route around the rock, and being April the weather was lovely and balmy. It’s a nice walk with rest stops/huts along the way if you get too tired, I think some providers even offer cycling on the track. Bear in mind though, like with general travel in the central region, that you need to bring along at least two litres of water with you. There are signs around along the track which show the aspects of the uluru façade which you are not allowed to take images, due to cultural traditions. Also it was mentioned to not take any rock or fragments from the place – Apparently some other international tourists think it’s a good souvenir but not aware that it’s illegal and also that some have experienced ‘a curse effect’ when taking the rocks. So in short, photos only! Along the walk you being to see the many tones of the formation and in some parts of the rock, you can actually walk right next to and touch the rock formation. Its quite amazing. Nearby this area too theres a waterhole and Indigenous rock art – its on the walk way, which is a side trip inwards to the inner part of the rock, a 10 min diversion. The information centre complex is quite informative – Many buildings make up the centre – one with selling art, one with nature information and many more with different aspects of the Uluru area and indigenous culture. Bear in mind that the information centre grounds, photography is prohibited due to cultural aspects – the rangers on site and staff will notice – so don’t try! The information centre had limited handouts and some none at all – due to the volumes of tourists arriving. I found the Uluru app (which you can download) and also the uluru website better than the printed materials available at the centre. Also if you want a souvenir of the uluru rock, I realised afterwards that its cheaper and more variety in the actual Yulara township (the town centre of the uluru resort). The souvenir shop at the uluru information centre sold some gaudy foreign made souvenirs, but the local indigenous art and locally made products is highly recommended to buy here but. On a side note, near the main carpark is the controversial uluru rock climb chain – where some people decide to scale up the Uluru rock. I didn’t go up out of respect for the indigenous people but also because of the danger – you have to scale up by yourself about 1/6th of the way before you reach the metal chain, and the steepness of the rock, means some overly ambitious foreign tourists were crawling back down on all fours. It looked pretty dangerous and if you like a good view, I can recommend getting a window seat on your arrival or departure flight. Usually it’s the left hand side arriving and right hand side of the plane when departing which has the aspect of the rock. Overall the Uluru experience was amazing and can highly recommend making the venture!"
